KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
XEO_communist;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Komunisma Partio;Êîìóíèñìà Ïàğòèî;Komunisma Partio;x
XEO_conservative;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Konservativa Partio;Êîíñåğâàòèâà Ïàğòèî;Konservativa Partio;x
XEO_fascist;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Fašisma Partio;Ôàøèñìà Ïàğòèî;Fašisma Partio;x
XEO_liberal;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Liberala Partio;Ëèáåğàëà Ïàğòèî;Liberala Partio;x
XEO_reactionary;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Monarkisma Partio;Ìîíàğêèñìà Ïàğòèî;Monarkisma Partio;x
XEO_socialist;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Socialisma Partio;Ñîöèàëèñìà Ïàğòèî;Socialisma Partio;x
XHO;The Xhosa;Xhosas;Xhosa;Xhosa;Los Xhosa;Xhosa;xhosa;Xhosa;xhosa;Xhosa;Os Cosa;Êîñà;Xhosa;x
XHO_ADJ;Xhosa;Xhosa;Xhosa-;Xhosy;Xhosa;degli Xhosa;xhosa;Xhosa;xhosa;Xhosa;Cosa;êîññê;xhosa;x
XLI;Xliponia;Chliponie;Schliponien;Szliponia;Esliponia;Sliponia;Slipónia;Šliponie;Slipónia;Xliponië;Xlipônia;Øëèïîíèÿ;Ksliponia;x
XLI_ADJ;Xliponian;Chliponien;Schliponisch;szliponijsk;Esliponia;Sliponiana;Slipón;Šliponská;Slipón;Xliponisch;Xliponiano;øëèïîíñê;Ksliponialainen;x
YAK;Sakha;Sakha;Sacha;Jakucja;Sajá;Sacha;Sakha;Sakha;Sakha;Sakha;Sakha;Ñàõà;Sahan;x
YAK_ADJ;Yakut;Yakout;Jakutisch;jakuck;Yacuta;Jacuta;jakut;Yakut;jakut;Jakoet;Iacuto;ÿêóòñê;jakuutti;x
YRK;The Yarkand Khanate;Le Khanat de Yarkand;Yarkant-Khanat;Yarkand Chanat;El Khanato de Yarkand;Khanato di Yarkand;A Yarkand Khanate;Yarkand Khanate;A Yarkand Khanate;de Yarkand Khanate;O Canato de Iarcanda;ßğêàíäñêîå Õàíñòâî;Yarkand Khanate;x
YRK_ADJ;Yarkand;de Yarkand;Yarkant-;Jarkendu;Yarkand;di Yarkand;Yarkand;Yarkand;Yarkand;Yarkand;Iarcandês;ÿğêåíäñê;Yarkand;x
YRK_democracy;The Yarkand Republic;La République de Yarkand;Yarkant-Republik;Republika Yarkandzka;La República de Yarkand;Repubblica di Yarkand;A Yarkand Köztársaság;Yarkand republika;A Yarkand Köztársaság;de Yarkand Republiek;A República de Iarcanda;ßğêåíäñêàÿ Ğåñïóáëèêà;Yarkand tasavalta;x
YRK_proletarian_dictatorship;The Yarkand Proletariate;Le Prolétariat de Yarkand;Yarkant-Proletariat;Proletariat Yarkandzki;El Proletariado de Yarkand;Proletariato di Yarkand;A Yarkand proletariátus;Yarkand Proletariate;A Yarkand proletariátus;de Yarkand proletariaat;O Proletariado de Iarcanda;ßğêåíäñêèé Ïğîëåòàğèàò;Yarkand Proletariate;x
YUA;The Yuan Empire;L'Empire Yuan;Das Yuan-Kaiserreich;Dynastia Yuan;El Gran Yuan;L'Impero Yuan;A Yuan birodalom;Yuan Ríše;A Yuan birodalom;de Yuan-Rijk;O Império Iuã;Èìïåğèÿ Şàíü;Yuan Empire;x
YUA_ADJ;Yuan;Yuan;Yuan-;Yuan;Yuanesa;di Yuan;Yuan;Yuan;Yuan;Yuan;Iuã;Şàíüñê;Yuan;x
YUA_democracy;The Republic of Sino-Mongolia;La République de Sino-Mongolie;Die Republik Sino-Mongolei;Chiñsko-Mongo³ska Republika Ludowa;La República China-Mongola;Repubblica di Sino-Mingolia;A Kínai-Mongólia Köztársaság;Sino-Mongolsko republika;A Kínai-Mongólia Köztársaság;de Republiek Sino-Mongolië;A República da Sino-Mongólia;Êèòàéñêîìîíãîëüñêàÿ Ğåñïóáëèêà;Sino-Mongolia tasavallan;x
YUA_democracy_ADJ;Sino-Mongolian;Sino-Mongol;Sino-Mongolisch;chiñskomongo³sk;Chino-Mongola;Sinomongola;kínai-mongol;sino-mongolskı;kínai-mongol;Chinees-Mongools;Sino-Mongol;êèòàéñêîìîíãîëüñê;kiinalais-mongolaista;x
YUA_fascist_dictatorship;The Khanbaliq Republic;La République de Cambaluc;Die Cambaluc-Republik;Republika Chanbalykska;La República de Janbalic;Repubblica di Cambaluc;a Khanbaliq Köztársaság;Khanbaliq republika;a Khanbaliq Köztársaság;de Cambaluc Republiek;A República de Cambalique;Õàíáàëûêñêàÿ Ğåñïóáëèêà;Khanbaliq tasavalta;x
YUA_fascist_dictatorship_ADJ;Khanbaliq;de Cambaluc;Cambaluc-;chanbalyksk;Cambalú;Cambaluc;Khanbaliq;Khanbaliq;Khanbaliq;Cambaluc;de Cambalique;õàíáàëûêñê;Khambaliq;x
YUA_proletarian_dictatorship;The People's Republic of Sino-Mongolia;La République Populaire de Sino-Mongolie;Die Volksrepublik Sino-Mongolei;Chiñsko-Mongo³ska Republika Ludowa;La República Popular China-Mongola;Repubblica Popolare Sino-Mongola;Népköztársaság Kínai-Mongólia;Sino-Mongolsko lidová republika;Népköztársaság Kínai-Mongólia;de Volksrepubliek Sino-Mongolië;A República Popular da Sino-Mongólia;Íàğîäíàÿ Êèòàéñêîìîíãîëüñêàÿ Ğåñïóáëèêà;People Sino-Mongolia;x
YUA_proletarian_dictatorship_ADJ;Sino-Mongolian;Sino-Mongol;Sino-Mongolisch;chiñskomongo³sk;Chino-Mongola;Sinomongola;kínai-mongol;sino-mongolskı;kínai-mongol;Chinees-Mongools;Sino-Mongol;êèòàéñêîìîíãîëüñê;kiinalais-mongolaista;x
YUC;Yucatán;Yucatán;Jucatan;Jukatan;Yucatán;Yucatán;Yucatán;Yucatán;Yucatán;Yucatán;Iucatã;Şêàòàí;Yucatán;x
YUC_ADJ;Yucateco;Yucatèque;Jucatanisch;jukatañsk;Yucateca;Yucateca;yucateco;Yucateco;yucateco;yucateco;do Iucatã;şêàòåêñê;Yucateco;x
YZW;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;Yonezawa;¨íıäçàâà;Yonezawa;x
YZW_ADJ;Yonezawan;de Yonezawa;Yonezawa-;Yonezawy;de Yonezawa;di Yonezawa;Yonezawan;Yonezawan;Yonezawan;Yonezawan;de Yonezawa;¸íıäçàâñê;Yonezawan;x
ZAM;Zambia;Zambie;Sambia;Zambia;Zambia;Zambia;Zambia;Zambie;Zambia;Zambia;Zâmbia;Çàìáèÿ;Sambia;x
ZAM_ADJ;Zambian;Zambien;Sambisch;zambijsk;Zambiana;Zambiana;zambiai;Zambijskı;zambiai;Zambiaanse;Zambiano;çàìáèéñê;Sambian;x
ZBW;Zimbabwe;Zimbabwe;Simbabwe;Zimbabwe;Zimbabue;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbabwe;Zimbábue;Çèìáàáâå;Zimbabwe;x
ZBW_ADJ;Zimbabwean;Zimbabwéen;Simbabwisch;zimbabwejsk;Zimbabuense;Zimbabwese;zimbabwei;Zimbabwe;zimbabwei;Zimbabwaanse;Zimbabuano;çèìáàáâèéñê;zimbabwelainen;x
ADA;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;Adal;x
ADA_ADJ;Adalan;adalite;Adalanisch;Adalan;adalés;Adalan;Adalan;Adalan;Adalan;Adalan;Adalan;Adalan;Adalan;x
ADA_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
ADA_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
ADA_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
ADA_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
ADA_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
ADA_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
ADA_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
AJU;Ajuuraan;Ajûrân;Ajuuraan;Ajuuraan;Ajuuran;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;x
AJU_ADJ;Ajuuraan;ajûrâne;Ajuuraanisch;Ajuuraan;ajuurano;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;Ajuuraan;x
AJU_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
AJU_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
AJU_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
AJU_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
AJU_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
AJU_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
AJU_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
AKH;Yabghu;Yabghu;Yabghu;Astrakhan;Yabghu;Astrakhan;Astrakhan;Astrakhan;Astrakhan;Astrakhan;Astrakhan;Astrakhan;Astrakhan;x
AKH_ADJ;Yabghu's;de Yabghu;Yabghus;Yabghu's;de Yabghu;Yabghu's;Yabghu's;Yabghu's;Yabghu's;Yabghu's;Yabghu's;Yabghu's;Yabghu's;x
AKH_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
AKH_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
AKH_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
AKH_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
AKH_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
AKH_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
AKH_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
ARK;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;Arakan;x
ARK_ADJ;Arakani;arakanaise;Arakanisch;Arakani;arakanés;Arakani;Arakani;Arakani;Arakani;Arakani;Arakani;Arakani;Arakani;x
ARK_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
ARK_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
ARK_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
ARK_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
ARK_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
ARK_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
ARK_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
ATH;Philanthropenosa;Philanthropenosa;Philanthropenosa;Athens;Philanthropenosa;Athens;Athens;Athens;Athens;Athens;Athens;Athens;Athens;x
ATH_ADJ;Philanthropenosa's;de Philanthropenosa;Philanthropenosas;Philanthropenosa's;de Philanthropenosa;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;Philanthropenosa's;x
ATH_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
ATH_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
ATH_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
ATH_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
ATH_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
ATH_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
ATH_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
ATM;Antemoro;Antaimoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;Antemoro;x
ATM_ADJ;Antemorian;antaimoro;Antemoroisch;Antemorian;antemoro;Antemorian;Antemorian;Antemorian;Antemorian;Antemorian;Antemorian;Antemorian;Antemorian;x
ATM_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
ATM_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
ATM_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
ATM_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
ATM_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
ATM_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
ATM_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
AUA;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;x
AUA_ADJ;Awngthim;awngthim;Awngthimisch;Awngthim;awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;Awngthim;x
AUA_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
AUA_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
AUA_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
AUA_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
AUA_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
AUA_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
AUA_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
AUE;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;x
AUE_ADJ;Eora;eora;Eoranisch;Eora;eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;Eora;x
AUE_anarcho_liberal;Radical Party;Parti Radical;Radikale Partei;Partia Radykalna;Partido Radical;Partito Radicale;Radikális Párt;Radikální Strana;Radikális Párt;Radicale Partij;Partido Radical;0aaeeaeuiay Ia0oey;Radikaalipuolue;x
AUE_communist;Communist Party;Parti Communiste;Kommunistische Partei;Partia Komunistyczna;Partido Comunista;Partito Comunista;Kommunista Párt;Komunistická Strana;Kommunista Párt;Communistische Partij;Partido Comunista;Eiiioienoe0aneay Ia0oey;Kommunistinenpuolue;x
AUE_conservative;Conservative Party;Parti Conservateur;Konservative Partei;Partia Konserwatywna;Partido Conservador;Partito Conservatore;Konzervatív Párt;Konzervativní Strana;Konzervatív Párt;Conservatieve Partij;Partido Conservador;Eiina0aaoeaiay Ia0oey;Konservatiivipuolue;x
AUE_fascist;Fascist Party;Parti Fasciste;Faschistische Partei;Partia Faszystowska;Partido Fascista;Partito Fascista;Fasiszta Párt;Fašistická Strana;Fasiszta Párt;Fascistische Partij;Partido Fascista;Oaoenoneay Ia0oey;Fasistinenpuolue;x
AUE_liberal;Liberal Party;Parti Libéral;Liberale Partei;Partia Liberalna;Partido Liberal;Partito Liberale;Liberális Párt;Liberální Strana;Liberális Párt;Liberale Partij;Partido Liberal;Eeaa0aeuiay Ia0oey;Liberaalipuolue;x
AUE_reactionary;National Party;Parti National;Nationale Partei;Partia Narodowa;Partido Nacional;Partito Nazionale;Nemzeti Párt;Národní Strana;Nemzeti Párt;Nationale Partij;Partido Nacional;Iaoeiiaeuiay Ia0oey;Kansallispuolue;x
AUE_socialist;Socialist Party;Parti Socialiste;Sozialistische Partei;Partia Socjalistyczna;Partido Socialista;Partito Socialista;Szocialista Párt;Socialistická Strana;Szocialista Párt;Socialistische Partij;Partido Socialista;Nioeaeenoe0aneay Ia0oey;Sosialistinenpuolue;x
AUI;Kamilaroi;Kamilaroi;Kamilaroi;Gamilaraay;Kamilaroi;Gamilaraay;Gamilaraay;Gamilaraay;Gamilaraay;Gamilaraay;Gamilaraay;Gamilaraay;Gamilaraay;x
